Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
1,229.91,171180.19,272894.60,9130.59,72.71,4,291363410.30,3,9806024.04,13077.78,70.94,474
4,387.48,487032.55,301372.80,4796.02,85.11,4,35794803.37,3,10156474.74,35299.18,76.17,735
5,798.69,340324.66,248611.73,689.26,96.96,4,64448109.40,2,6328808.21,21711.90,4.33,430
4,104.37,369808.19,130100.74,4073.98,59.80,4,283230918.70,1,6576028.85,16953.99,41.31,4298
7,49.29,442272.28,195699.69,1284.63,82.20,1,92231127.26,2,8503503.76,48093.03,63.78,3260
3,954.75,297622.74,298732.66,7483.40,90.14,1,105852115.20,1,12424858.20,11231.14,90.46,2549
3,418.23,437683.40,378349.94,1929.55,51.45,4,57782134.87,2,19449362.69,821.90,52.85,4218
2,603.33,137769.56,268792.99,8062.91,67.92,1,412118372.20,3,17803423.86,44286.51,78.99,2050
5,757.07,5044.62,42056.33,7382.97,56.14,1,376134348.80,1,12370562.21,4038.82,26.93,1120
3,800.72,492884.24,102447.72,7965.43,96.36,3,477989861.50,2,16217743.99,46700.46,48.11,4507
7,472.61,283116.55,129660.54,8981.52,74.66,4,74474872.78,3,861305.85,47481.06,55.35,3610
1,110.88,160970.71,79402.46,6258.85,97.01,1,34161078.64,2,15683574.30,44120.59,97.17,20
1,400.90,200169.72,306898.49,763.27,67.19,1,458976604.00,3,7732464.62,25805.29,51.29,4491
7,839.35,25832.80,2847.83,9512.44,54.38,3,81324698.27,1,5438488.96,44831.66,16.63,232
1,32.77,101047.29,376967.44,6613.90,98.06,4,125410415.20,1,12543769.98,32411.53,8.84,3318
3,478.26,55376.76,436842.31,6981.29,62.59,4,435899120.80,1,5770453.07,1045.76,96.44,1610
7,201.73,9588.22,356695.84,564.89,73.65,4,153447288.00,3,14388984.87,26184.11,50.05,2898
4,249.21,476646.50,254289.71,6935.89,82.03,4,293836540.20,1,507146.55,48221.37,8.67,4041
6,521.81,180774.33,85330.89,338.36,81.57,3,189064929.70,3,7908789.49,3849.20,95.69,573
4,443.74,249235.21,36977.48,5052.00,86.59,2,281223412.10,3,10834806.09,38760.26,91.08,1319
4,482.48,192792.58,438561.31,8197.96,95.03,4,287937923.00,1,9515255.39,4311.35,31.75,1681
2,642.77,401564.49,284386.47,4549.07,93.30,4,85251593.97,1,3206072.39,25518.34,47.89,4305
2,900.60,200809.13,185424.23,9968.76,96.41,1,343312072.90,2,4781178.96,10563.47,83.21,2336
4,439.57,372102.94,81931.50,4518.16,81.96,4,253344123.20,3,19878859.82,7341.80,92.97,2963
5,975.75,294999.21,352583.37,4021.03,82.38,1,62803778.28,3,18825461.09,44697.11,79.64,2013
5,743.03,197750.88,80552.89,9018.65,62.40,1,60004513.82,3,1175410.47,17889.76,50.34,2259
1,290.00,277259.90,191590.23,4529.86,57.64,4,182675770.90,3,18275273.75,33876.49,90.68,3182
6,413.18,374197.65,205283.85,4305.84,74.02,4,275146051.90,1,1835429.22,10341.20,61.96,4631
3,286.68,472346.82,1014.99,5987.73,79.01,2,9400103.80,3,6391229.49,8926.32,35.41,4403
2,351.81,297416.51,255271.89,8462.88,74.14,3,327479900.50,2,18218858.62,32322.50,70.03,1564
2,388.14,270036.62,1064.30,7030.08,90.15,2,261373397.70,1,18514820.35,23046.30,38.51,4005
3,214.85,356644.24,273878.77,7856.36,86.81,3,93507612.00,3,6211324.23,29229.87,52.25,4365
3,861.45,400108.55,394516.36,7107.22,60.72,1,363820997.90,1,4835448.56,19758.32,62.71,2081
6,164.90,165139.14,378998.02,8460.61,62.25,2,204885087.50,1,14664057.59,15278.76,75.22,3284
2,710.99,52188.88,198977.16,4765.93,66.28,3,279624326.00,2,9422513.25,36349.04,90.95,4130
4,833.39,208975.99,220582.14,9767.48,54.10,3,296519537.30,2,3968657.46,31593.51,34.93,2069
2,688.19,319352.55,447514.96,1239.17,74.18,3,26359177.36,3,14520736.82,18471.32,83.51,3589
6,97.03,332938.65,283236.04,9614.27,76.16,2,44879532.67,2,10341627.73,4924.77,31.84,2780
5,717.92,400247.66,397670.97,3654.00,64.33,1,207081665.70,1,9472983.91,27125.83,65.22,2866
2,916.63,399648.08,49212.41,2352.92,60.26,1,156708541.70,3,7228351.27,17925.06,8.79,2888
2,266.32,299051.74,233760.78,5162.70,53.98,2,301288063.90,1,15627393.00,27389.49,22.74,4496
3,374.83,58482.39,115578.57,3444.65,59.57,3,339696104.90,1,12644469.01,29699.78,62.07,4960
1,981.52,397105.11,261718.79,896.12,58.93,3,70550063.28,1,17760666.54,8049.85,45.79,3468
5,191.49,209814.92,193071.16,1825.39,64.69,4,310501505.80,2,12359250.71,6817.39,96.78,3715
6,743.38,39218.73,332621.63,5115.49,51.79,2,173812929.20,2,2150956.29,20336.43,6.21,2987
2,82.83,393941.85,405710.79,8244.05,76.96,3,499386351.50,1,2378333.64,31311.83,76.67,1029
6,84.93,99282.06,61237.85,3172.35,81.96,3,155379991.00,1,8873397.22,5582.24,73.08,3591
3,841.82,401613.66,434120.28,643.98,67.88,2,496329716.00,2,5043094.57,16914.05,38.41,2934
4,476.44,253842.63,129992.00,5126.27,82.45,4,86910404.00,2,12879220.53,38887.91,81.88,4000
1,668.09,383554.33,55205.11,1344.27,81.44,2,475090450.70,2,14703220.63,1002.94,12.55,3460
1,759.69,285779.93,43804.27,3470.64,75.70,2,71277813.40,1,10009471.33,18942.23,95.49,1417
1,976.18,484518.30,68841.07,1028.46,55.34,3,254297572.70,2,5733887.26,21969.51,96.15,2743
5,870.03,42901.73,140883.99,1499.19,73.38,4,272309177.00,3,10187080.18,48684.84,28.11,2063
7,659.78,79786.22,286107.63,3163.26,99.56,3,266037376.30,3,3304699.33,26862.01,49.45,4844
3,867.90,312916.96,181457.88,6822.80,51.18,3,325591991.90,1,17454469.56,17141.53,88.18,2780
2,487.43,114719.05,253982.46,2282.91,56.30,3,421173775.80,2,14620073.21,25179.12,49.46,4732
4,252.26,379203.97,286471.13,7618.29,69.60,1,63606458.17,1,7962547.67,34106.88,25.84,3494
5,472.17,119658.03,266682.43,3258.43,63.79,4,480990766.70,1,15132518.19,29364.87,97.32,1089
3,62.19,213890.83,39321.78,8386.79,85.74,1,251285470.70,3,6609144.49,32711.60,28.65,932
6,43.79,42324.64,170031.74,8150.10,71.48,3,115260015.20,1,7928746.98,42003.86,47.06,3577
1,216.60,262606.79,433360.10,342.31,69.99,1,374057584.40,1,15255337.74,29220.98,13.28,2903
7,325.89,188027.66,187856.65,3361.10,53.93,1,284737786.20,1,18480562.18,32276.39,56.65,3877
2,648.33,309630.29,415879.13,6906.49,94.45,1,124100355.60,3,17448134.65,26005.33,50.90,4694
2,369.53,132491.89,155495.05,3727.14,86.16,1,152487613.60,1,10604728.48,21599.12,94.17,4153
4,525.52,279864.28,290066.79,4613.65,67.21,2,349250217.10,3,10780279.72,34544.20,12.89,1700
7,93.55,476355.44,51881.95,8405.13,90.74,4,424166870.60,2,4078880.27,26787.24,46.49,4739
1,615.96,152764.96,330129.08,6573.11,78.73,4,41964474.52,1,18186126.44,19209.51,65.47,2654
1,262.17,146618.20,51252.56,3501.57,56.43,4,498229811.80,2,18277005.96,16148.91,67.41,2616
1,462.89,232063.50,326067.80,484.83,54.84,3,403820529.00,3,750142.99,9910.27,55.06,3508
6,204.63,438383.68,358206.87,6817.03,58.53,3,192558469.80,2,5174991.95,25149.24,87.78,4354
1,367.95,341393.30,312955.75,5757.74,67.52,4,248864037.30,1,255879.91,2513.36,28.32,318
1,627.87,254883.46,441125.99,7223.69,87.32,1,212271730.30,1,5338655.08,19704.38,34.84,2995
3,940.22,5278.76,205182.83,7791.91,85.37,2,265835046.10,3,6731719.60,35310.24,74.14,401
6,135.52,28447.03,301342.64,7854.41,86.79,1,392295845.00,3,9843157.71,34901.51,1.42,4918
5,73.85,36655.13,336029.59,8786.37,66.47,2,416604214.40,2,5940512.28,233.19,43.60,4490
4,917.96,223035.66,75273.19,3294.45,90.73,4,480988183.20,2,17630410.16,25113.29,43.02,2092
4,350.59,26212.59,387928.45,1095.46,73.75,4,381134110.70,1,9848611.69,48834.01,25.71,3020
6,399.82,383525.26,340158.10,8681.69,78.99,1,67038866.80,1,14286681.52,35598.77,82.17,1346
6,406.94,375820.86,176822.98,5037.39,51.89,4,268256847.60,1,986967.90,28973.37,95.22,3219
5,586.29,355616.47,258825.23,7632.81,88.72,3,382763825.10,3,6686365.46,44607.19,43.23,864
4,503.60,409022.60,229284.33,5069.83,99.56,2,136078999.80,1,9843856.40,20493.72,45.43,2367
6,380.16,183492.25,181804.32,2427.34,54.49,4,260631743.40,1,17392164.66,4606.45,47.80,4876
1,13.28,30498.64,219499.33,3924.13,80.77,2,429899791.30,1,10826984.57,19260.40,22.02,3767
4,588.75,279670.37,118911.47,2949.90,93.34,4,424882723.20,1,15659609.70,33838.56,12.97,155
7,854.12,322715.82,336693.02,2127.57,70.00,1,130975537.00,1,3462054.26,48925.78,48.08,2142
4,517.58,495424.42,321571.84,852.23,68.43,1,226764040.00,2,9580731.95,26542.67,27.43,278
4,538.85,124779.06,205163.42,66.33,54.41,3,370040306.80,3,16307210.25,43718.80,78.58,3677
7,914.54,239530.07,331071.27,2963.80,58.22,2,112480802.10,2,5300501.30,4617.83,66.72,3827
1,12.11,267877.27,309369.19,1950.65,56.14,2,188703362.50,2,4634283.27,15623.88,81.25,613
3,399.74,257807.91,208385.37,3952.88,80.23,3,97416555.62,1,1912609.74,7010.21,43.94,1372
2,89.56,118097.98,129919.16,9128.75,81.80,1,62104018.17,3,8745574.35,4181.15,96.87,2517
2,965.27,305109.78,209540.65,6760.08,90.96,1,495862560.20,1,2429943.03,37211.88,48.79,1682
2,782.18,364797.85,187354.81,2228.15,94.58,3,54016186.16,1,7866502.97,1018.36,9.50,1366
3,617.74,499818.40,298368.81,3602.14,68.35,4,180936216.40,3,4741169.10,17393.90,72.39,143
4,531.90,133486.85,173512.62,6827.61,89.56,4,262313294.70,3,18481060.32,40840.45,83.65,545
4,443.75,108163.28,229934.29,1553.47,63.30,4,319043128.90,2,14757389.51,2786.82,35.93,2061
2,41.52,245085.78,247800.24,6755.15,84.03,1,373348473.30,2,18771435.85,3871.40,76.98,1715
2,406.46,467255.56,190647.89,5468.41,84.44,2,250484335.30,3,17414819.24,35970.09,48.18,1872
1,792.07,316459.20,358147.40,6822.05,61.36,1,281657489.30,2,11372711.48,14715.73,14.95,208
5,450.64,395315.95,59993.74,7401.73,78.09,3,52688323.74,2,4303122.67,36042.52,84.81,698
6,64.78,108375.00,281265.41,8525.03,72.64,2,445830191.00,2,15286925.47,44999.38,51.09,3128
1,902.30,469115.77,1081.83,4312.65,60.70,2,37955265.20,3,7810715.53,8418.48,18.68,2353
2,512.84,485071.45,412858.15,9688.95,91.67,1,341829377.20,1,9258823.48,47364.11,5.61,2449
7,864.54,69867.63,54431.45,9569.72,74.38,2,237245004.10,1,9589578.39,46747.59,31.39,1597
4,926.81,17892.05,85057.27,7019.76,99.13,3,266661864.30,2,16469541.73,22515.50,50.11,2737
1,956.48,117483.69,193162.65,7489.79,70.85,1,139425754.60,2,9353732.38,48898.37,61.46,4293
3,100.48,268998.49,101822.26,4704.25,53.49,1,68721081.77,2,5399357.33,30511.49,5.66,593
6,70.36,487257.95,222972.77,3214.99,88.58,4,71143171.56,3,6143334.35,38317.42,9.61,2378
5,285.66,84395.22,256284.12,5471.75,73.64,3,371659039.30,3,14937669.70,9774.67,62.23,3669
3,225.04,92476.74,142828.94,2026.38,72.48,1,36385018.86,1,7342110.48,35073.98,50.96,3720
4,220.29,21239.10,44027.67,5370.31,74.78,4,208143984.10,1,7549860.46,3609.89,31.79,1213
5,942.85,406333.46,332971.84,6101.20,99.50,2,25246291.82,3,1235455.70,34379.28,38.72,4559
4,649.99,87072.10,322303.13,4489.61,66.32,3,355058676.80,1,4364558.03,14070.84,29.61,176
4,727.85,171699.47,274370.46,7515.06,63.35,2,349983895.20,3,13746962.95,30161.37,85.58,93
3,813.53,226563.44,291895.49,1434.44,94.49,1,229793832.60,1,9344793.81,5546.68,12.13,3763
2,169.40,205627.66,392370.13,3304.33,56.74,2,309354945.30,3,3506757.44,13136.40,80.45,970
3,610.90,429274.48,123424.67,9968.02,66.45,4,439479270.00,2,9589137.29,39287.17,91.69,3157
7,207.27,329675.87,29475.18,9091.42,70.46,3,222552335.00,1,3311006.24,5440.68,44.00,1369
5,560.84,66006.31,195419.40,4626.84,79.35,3,217034513.70,2,12439037.82,2231.41,56.88,4847
2,520.69,157396.33,283663.75,1818.32,63.29,4,112200276.50,3,12817126.81,37989.04,56.82,3800
5,462.51,174122.79,383642.32,9069.12,84.43,2,290568383.00,3,14371744.73,13177.27,6.76,1484
3,297.59,290406.07,53770.26,7633.57,74.22,4,130768975.20,1,9358916.51,43285.77,64.91,3723
1,398.18,289902.42,178879.21,3806.69,89.25,3,307122278.40,3,9907379.52,5186.25,6.45,563
7,9.04,241498.06,29623.91,2974.89,73.78,1,52674409.44,2,929701.03,21457.68,75.64,1636
1,303.49,62836.30,214973.74,2024.37,63.14,4,261905125.90,1,17044829.83,38921.35,96.11,4593
7,4.13,203111.28,36415.41,747.48,54.61,1,39979450.98,1,2115926.00,33457.59,98.86,2904
1,148.84,173456.04,346664.33,2798.80,77.61,3,283195244.20,3,10525342.40,27222.79,50.38,4878
1,112.58,149588.04,59558.32,3869.18,80.22,2,143155108.30,3,970303.57,11741.22,30.23,4847
5,151.98,477766.58,279511.47,3524.73,60.07,3,180233813.10,3,3041399.59,49776.42,70.81,3046
5,184.72,279724.03,223670.73,8179.50,58.99,1,292389500.80,1,19720392.66,6648.83,12.66,3136
1,364.20,311867.22,276862.59,4576.18,51.18,2,191233976.20,1,4659635.77,35685.11,70.50,3074
7,214.68,213834.96,130513.95,1918.45,72.08,2,310387270.20,1,7619710.63,2999.22,89.83,3832
5,820.28,5749.92,288745.25,6911.39,73.51,2,80311490.84,2,13019687.54,14379.74,74.94,2097
2,379.74,206032.53,359170.34,3413.84,96.25,2,107366739.20,3,16460058.69,14447.15,93.98,1779
4,529.84,14008.23,75639.46,518.57,51.34,2,71608661.77,1,937439.41,26644.43,82.38,4782
1,497.39,426105.12,265161.07,370.43,74.77,2,190844362.20,3,15302443.53,1188.30,77.85,1753
4,190.80,172409.08,31653.29,2415.80,56.71,3,480172836.00,1,4732257.54,33997.05,82.21,3543
4,598.34,262625.65,130095.86,9828.30,55.89,4,248238095.40,3,323823.32,15697.28,43.23,3788
4,709.03,11137.92,321877.54,4784.19,90.79,3,380525175.30,3,7608633.57,34927.52,45.86,3753
4,666.94,226053.66,110480.95,3304.75,56.85,4,419334349.10,1,2095344.75,33288.66,43.05,2247
1,666.17,393500.15,246308.07,6473.89,96.39,2,414608267.80,3,17983919.23,41377.63,71.59,1223
7,971.55,234942.09,326388.67,8340.97,73.29,1,363124923.30,1,11920414.38,44002.34,89.77,1077
6,326.72,168613.77,375864.25,966.91,86.05,3,143439303.50,2,5702599.19,36165.96,49.58,1426
5,594.90,400935.32,386532.60,1906.81,93.06,2,160540787.20,2,328910.85,17674.04,79.93,4063
4,307.38,31399.91,312076.29,4866.79,84.83,3,122126517.80,2,2698977.48,46385.40,62.61,2415
5,40.91,412017.42,27791.97,6162.12,53.10,2,470741532.70,2,17050910.10,2028.77,47.40,1039
3,567.74,430945.40,63992.87,4130.81,91.52,2,491818028.70,3,6516179.07,1247.37,21.84,21
6,324.34,273036.27,310153.96,190.69,84.31,2,297457528.70,1,19928190.40,44411.97,39.69,4709
7,567.92,399873.51,114745.67,312.91,50.16,4,19985151.95,2,18100888.22,48542.11,31.70,113
1,185.04,223896.23,375943.27,6672.87,62.67,3,251585430.30,3,10045680.33,43815.50,91.06,1921
4,745.69,18148.43,215091.64,9518.39,88.07,2,141349938.10,3,16981471.47,4714.42,1.80,1637
4,302.04,241974.86,106166.35,5222.75,54.18,3,312422217.10,3,11122573.92,47713.94,98.59,4381
3,96.10,46654.21,309267.27,2263.66,97.19,2,368606398.60,2,5637622.20,1075.98,71.42,870
7,737.76,32369.67,24360.09,8497.95,69.74,1,482042366.60,1,10120444.98,7919.46,98.74,2039
4,784.99,352427.64,305577.25,4873.44,64.07,2,174258642.20,2,4191140.22,8949.30,24.90,2212
2,608.60,98894.52,170249.85,9306.11,88.16,4,213537405.70,3,14828539.15,7368.77,8.46,581
7,701.04,368882.56,445393.98,2488.01,59.96,3,128101649.20,2,19758674.08,4037.87,23.95,898
7,320.14,370280.55,119781.86,4877.05,70.25,2,57657079.06,2,10205975.99,46182.77,2.44,3933
7,525.22,432248.56,279677.59,9114.47,50.12,4,83169578.55,2,3529636.08,27916.03,88.87,264
4,214.63,91646.64,22191.67,1699.42,94.60,4,335849703.10,2,475457.88,42467.94,30.84,3715
6,910.36,133321.97,204779.16,5647.60,61.90,3,125296680.20,3,10714136.97,18378.93,12.26,4502
1,17.71,88969.38,205384.34,6115.04,57.03,4,287729402.00,3,3559671.37,13106.77,76.84,4715
3,330.45,174679.81,214493.18,125.62,81.11,1,3907700.56,2,8770898.51,42264.24,58.64,4463
5,274.20,320540.78,170251.71,4835.61,59.97,4,200136015.80,2,15868931.31,30228.25,31.66,4090
5,419.49,185349.01,208596.00,3231.60,70.94,3,292845919.20,2,9690054.41,14671.62,57.63,56
4,888.06,11721.12,177644.48,7832.00,58.50,1,178919556.70,2,4974289.27,49921.43,52.55,4869
7,906.98,338331.92,102119.88,4780.88,79.56,4,53326206.97,3,2218688.23,5634.67,26.89,240
4,892.82,71637.68,356891.96,4181.02,95.15,4,98227772.19,3,19722960.66,14874.35,18.86,397
4,191.96,139150.85,409587.66,7079.81,75.54,4,253093912.00,1,18090403.86,33024.33,55.58,4374
1,160.29,486349.17,275858.78,3462.27,54.90,1,257195813.90,2,2515239.74,13712.51,81.45,3926
4,735.89,237647.91,344465.81,1039.92,65.52,2,237729425.80,1,5087788.06,2823.00,61.94,261
3,977.54,374807.07,373542.66,3664.91,56.85,3,137480686.30,2,17141576.57,46460.18,93.60,2082
4,513.48,432137.87,90836.02,836.05,89.07,1,260397541.30,1,18571290.61,31240.87,42.68,2409
7,112.04,307419.42,324118.62,8426.77,75.30,1,421086056.10,3,7724129.28,38501.06,43.44,3816
1,956.17,437623.32,256039.77,5735.82,78.69,1,1128666.67,3,2712618.44,47428.40,98.44,1527
1,772.28,243716.63,67720.38,8077.71,82.70,4,418180763.20,2,13714540.11,4433.79,6.95,1194
4,633.71,53732.10,186134.75,5291.69,94.12,1,384317102.60,2,5614542.61,46829.63,41.67,4923
1,298.01,146181.69,397691.20,5779.42,94.25,4,271385647.20,3,5460390.99,29137.66,5.34,3557
6,718.34,484769.61,391792.41,6665.22,55.39,1,194554188.50,1,8108449.31,30234.12,93.11,1272
1,277.63,175780.11,130267.80,9001.94,65.76,2,175289850.10,1,10440222.94,39371.49,54.75,259
4,992.81,328621.66,357672.54,3833.85,61.23,3,271285225.80,1,18515066.17,15156.36,27.12,243
1,764.66,20404.21,393449.59,9961.69,61.24,4,389132794.20,2,14197909.01,37761.58,66.77,165
4,248.78,56891.60,342324.87,3906.52,57.83,2,106661943.30,3,10453081.01,14174.97,73.50,3819
4,419.66,472289.22,20819.92,2363.30,83.83,1,156994640.30,3,18139478.70,8557.20,53.51,1668
6,792.43,239552.04,264599.78,8162.45,65.93,1,315927836.90,2,12100865.21,49595.41,23.03,4057
3,364.68,309424.66,410729.16,1864.68,90.49,1,419616119.70,2,10748177.81,2068.19,40.63,4846
4,340.10,382150.31,212833.58,1344.19,58.72,4,325147719.90,2,8187177.99,26656.02,14.26,237
4,477.71,80092.06,207092.83,7642.42,59.98,1,99040658.19,3,8153637.62,14938.67,71.35,2766
7,597.53,308719.89,96202.88,2875.40,85.43,3,138134979.60,3,7717271.05,5197.23,26.66,4714
1,434.62,15162.40,175954.07,4096.48,52.26,3,136611256.40,3,3018720.84,28665.83,73.77,1608
4,898.82,446071.45,408146.84,9772.87,98.18,4,141724703.40,3,12024170.37,4922.77,66.44,4896
5,678.58,320184.31,45827.17,3321.01,99.83,3,220577197.20,3,10458054.09,36358.67,33.96,4163
6,997.59,487028.80,243992.61,7867.76,81.09,1,396899311.60,2,2446500.35,49238.32,15.48,4388
1,273.89,117335.13,119821.50,7428.40,56.14,4,21587350.83,2,19457283.56,21323.49,97.11,2917
3,178.99,162618.01,82674.41,7528.01,69.91,4,162603744.70,2,936455.83,39923.80,48.58,306
3,412.13,12746.56,395816.95,1381.35,97.41,3,360468327.20,2,18024961.59,12327.52,24.11,4760
7,893.24,312586.10,384431.58,3416.62,95.36,4,381038935.80,1,19544073.55,15096.11,93.46,1865
5,718.43,342320.72,34469.22,7434.81,68.64,1,218849870.50,2,7201909.12,43778.89,98.76,2727
4,135.02,399069.87,236257.81,4883.62,89.72,2,456964361.00,1,5067840.15,31785.72,40.35,2727
1,954.79,169715.16,298735.46,1161.57,62.49,2,261549339.80,2,19497619.78,9180.23,53.59,3816
6,49.08,433380.69,137359.98,5066.63,70.27,3,392482031.50,3,19595834.43,42210.56,93.55,2113
3,220.54,10878.67,218175.87,5703.26,60.77,1,64779736.33,1,2659038.34,25687.21,10.10,2535
2,800.36,151166.41,352911.34,5840.76,84.03,4,19529357.96,2,8584141.91,22816.09,63.25,3722
5,773.22,254190.40,66065.02,1281.69,69.59,3,210046521.80,2,7040426.51,16417.95,12.18,3648
3,441.91,155559.72,165883.27,8019.27,75.53,3,418003575.20,3,3238479.23,3657.61,3.82,721
3,135.80,263497.70,216228.24,9719.28,76.78,2,342220252.70,2,8816468.94,28711.99,79.97,1645
5,14.26,329540.39,295262.62,8871.82,75.86,1,224094486.90,2,6114863.10,36404.93,24.00,1728
6,657.73,240669.55,246449.86,772.88,63.56,3,490931029.60,2,19610993.59,9870.45,49.60,1698
1,706.68,120053.66,108860.08,6227.59,64.33,2,112491218.00,2,15142941.53,10537.10,68.05,3568
5,446.07,304356.51,40547.39,8415.12,71.79,3,283735354.30,3,1204494.21,48172.76,66.94,3780
3,181.02,283660.01,163333.03,314.65,77.82,3,422204781.10,2,2172629.24,46712.15,57.78,4330
5,662.67,28579.73,84321.54,9546.24,96.92,1,71340292.86,1,2440796.78,46052.50,53.96,4690
6,60.53,305694.75,8205.40,8209.88,73.09,4,422255232.10,2,7691896.65,26612.30,71.74,2931
1,525.11,201376.07,223299.73,9965.57,87.87,2,449626148.80,3,5996757.26,26145.86,70.22,3839
3,281.94,51726.56,78831.99,5820.63,71.46,1,294870227.40,2,5074466.29,25892.79,58.68,3389
1,531.94,303146.71,310073.44,6089.57,66.67,2,11355738.58,2,9389188.54,44338.28,83.98,3848
1,483.27,176433.73,446003.47,1812.71,90.04,1,435577416.80,2,1212646.95,2844.52,98.82,525
7,333.39,243198.34,375836.15,5375.10,70.04,4,12045415.81,1,13653231.08,38771.84,65.40,351
4,796.63,298694.68,275220.74,4718.97,99.36,2,40987937.73,1,4101197.77,32617.17,24.96,3670
5,218.36,487912.46,418009.89,8279.36,65.39,1,362323327.60,3,18335639.86,8286.51,31.19,4659
3,591.35,199654.26,350823.27,9125.56,86.04,4,456656878.50,1,8826511.01,47012.57,27.50,4511
6,728.11,309884.47,174080.25,6627.57,71.69,3,167161202.40,2,18435616.70,37777.58,90.80,4237
3,297.27,268425.10,22331.78,7623.79,76.90,3,51423502.69,1,11876676.33,31394.73,40.82,2143
2,144.15,330361.94,367898.49,1957.91,98.83,2,127796848.70,1,920749.34,20227.38,52.86,2065
2,261.87,371470.18,76403.17,9391.39,58.89,4,440923616.70,2,2300208.09,21435.64,53.12,3725
2,677.46,362980.82,297936.90,6498.56,98.53,1,247300849.60,2,4379042.72,6169.34,24.67,4566
2,21.25,220514.19,157405.42,2587.07,79.43,4,220496005.60,2,7609360.75,16983.86,43.28,3391
2,405.50,398588.16,238056.83,5819.90,96.88,3,412468253.30,1,9350305.93,4325.43,92.37,3017
7,549.85,370847.61,404266.27,965.21,84.44,2,346481656.00,2,3597696.48,25510.20,84.64,2319
5,686.25,264099.61,128950.10,5180.30,58.47,1,164788907.90,1,11574221.88,47250.83,96.61,2041
4,981.56,441767.40,23480.16,6025.61,59.04,4,309799455.00,3,10163766.33,40238.41,41.82,1725
6,600.49,364695.62,78064.14,658.15,95.26,3,101260807.40,1,5521065.45,18498.44,23.27,3672
6,25.71,337044.94,53556.35,7488.54,84.25,4,68811010.75,2,15229089.17,44018.77,85.73,948
1,2.99,140515.10,282463.77,7286.56,99.66,2,334524618.40,2,13057992.45,38462.49,47.31,2661
4,291.52,276567.67,435923.19,7533.10,67.91,2,2356095.45,2,3406871.06,15067.25,94.49,512
5,140.53,100086.70,291267.43,4504.63,92.57,3,211596811.80,2,15003008.07,21499.02,30.71,4812
4,234.42,190892.55,137570.94,3355.05,64.85,3,487703310.20,3,8205796.59,47156.99,78.26,15
7,13.33,252355.88,113918.36,7122.53,80.27,3,260434083.20,1,7849644.53,1783.70,51.88,3043
1,387.16,181304.44,78901.26,3044.20,97.77,3,338555901.20,2,9153723.68,40929.29,67.34,1367
5,318.22,146241.17,171422.88,4667.79,54.91,3,261991583.10,3,13859309.80,41514.37,71.95,640
5,409.80,68050.94,26859.44,2426.65,95.83,1,237743616.40,3,6392036.25,14012.33,36.70,288
4,118.67,223367.76,392799.96,9398.29,88.16,3,393302084.70,2,1370797.72,40920.24,55.00,4202
4,433.43,162476.29,435170.26,4642.57,63.87,3,432278936.30,2,16590663.50,22626.52,16.86,2529
3,445.58,406260.64,425650.44,7952.68,99.04,2,195926070.00,3,6790694.15,16586.48,1.41,3256
3,847.70,161139.18,193912.42,744.56,55.74,2,32097361.83,3,12707469.15,18707.29,66.60,2082
2,606.74,113924.25,181761.78,8448.81,73.14,1,455000824.80,3,14144512.89,20116.97,14.09,885
6,521.88,132595.43,445030.58,6546.83,99.51,4,203629758.40,2,15073696.96,28527.92,92.53,3908
5,839.21,49306.57,219430.12,9248.27,95.79,3,273028083.80,3,8597761.48,30123.69,21.37,1408
2,439.32,145638.79,138878.62,2101.92,88.69,4,451037375.40,2,14947047.71,24609.70,18.04,961
3,176.69,71253.14,150422.22,4078.88,92.03,4,1367992.18,3,17916680.69,37788.35,96.79,3578
6,627.03,209221.96,305634.88,2605.37,72.57,3,204051185.70,1,14343837.95,20320.50,76.23,4070
3,591.72,348475.03,285391.15,2924.13,83.70,1,132901186.50,1,12586652.04,31482.09,60.47,1256
1,999.56,442931.42,288786.66,8450.37,97.89,3,195680639.60,1,19189482.52,22676.50,14.76,409
5,421.58,171999.23,156759.13,4285.47,98.51,2,333558115.70,2,4156093.70,6510.09,32.84,1672
5,888.07,254801.25,264047.57,5826.55,50.63,1,303754332.40,2,12407097.86,6352.39,84.46,4913
3,811.19,324132.24,409146.58,9563.89,74.83,4,146380786.40,2,1363446.35,36936.32,11.18,4099
3,756.80,378269.43,43258.06,6717.34,53.05,3,89582297.02,3,5929818.64,4146.36,26.71,428
1,897.63,85185.82,36161.69,6160.88,99.92,3,360792600.20,2,7319548.50,41613.13,96.70,1941
2,401.09,120130.18,117664.39,2819.64,59.13,2,406146937.10,2,3547525.68,28767.66,96.63,1958
7,118.38,486133.89,221343.86,3482.95,59.91,3,52853333.33,1,6016244.15,19608.58,29.17,1080
1,562.16,366454.74,234778.88,8426.94,71.13,3,348042506.60,3,5865922.88,48110.17,1.94,3810
3,5.13,468271.73,295284.14,9895.53,64.46,3,450498552.80,1,4551595.25,25557.23,38.56,1005
